,R,G,B,LAB_L,LAB_A,LAB_B,LAB_L_m,LAB_A_m,LAB_B_m,LAB_L_c,LAB_A_c,LAB_B_c,LAB_dE
191,78.064128,64.46464,70.31296,30.31,0.25,-0.33,28.8804,6.05,-8.98,30.5665851466,1.2063573389,3.19915856181,3.66543523358
192,213.738752,71.368192,70.232576,49.2,49.44,30.4,50.99,53.95,23.94,51.2646436527,50.6220199218,35.7297456018,5.83661825793
193,73.577984,149.73056,67.037184,57.95,-46.76,34.98,55.6648,-41.95,27.66,59.9201107521,-46.2869949694,34.360146976,2.11879397435
194,67.666688,80.233984,187.812864,35.78,23.38,-58.84,38.926,27.95,-73.14,37.5963706067,20.7318693584,-60.7273206267,3.72475196806
195,193.426432,182.755584,103.542272,75.06,-7.77,36.81,73.6448,-9.0,30.48,73.3675679806,-5.33779677773,36.896746542,2.96436563491
196,87.1552,109.352192,55.361536,46.71,-22.18,34.31,43.2528,-19.3,20.1,48.1125541087,-18.7593578615,30.1037441764,5.60004809989
197,131.269376,172.871424,110.272512,68.53,-25.37,22.75,66.3832,-27.35,16.7,67.7709726692,-26.5881138762,23.2130994718,1.50810643689
198,49.997824,42.260992,66.5088,16.37,8.03,-13.95,19.0204,8.9,-21.2,17.1281016961,2.88523184525,-8.62116250976,7.44579522584
199,48.000512,40.262144,78.956032,16.3,14.81,-26.13,18.9276,13.35,-30.64,16.1737880456,6.72587967232,-17.9905364512,11.472567184
200,44.425728,40.086272,97.426176,16.38,22.28,-39.54,19.8092,18.7,-42.76,16.459026201,11.7301229667,-30.3959524094,13.9613665842
201,25.4771456,43.102208,142.042112,15.98,35.98,-67.61,23.3472,30.35,-68.32,19.0064927357,24.7252449228,-59.8902675943,13.9793933539
202,94.221056,79.947008,112.12416,41.45,5.33,-11.2,36.548,11.8,-26.62,38.1139212735,5.27763911613,-12.1741418237,3.4757898706
203,98.192128,80.446976,129.104128,41.5,10.84,-20.03,37.8472,17.05,-36.1,38.6964984006,9.86462599213,-20.9075873432,3.09534088886
204,99.510272,81.352704,150.727424,41.63,16.51,-30.08,39.3204,22.7,-48.2,39.3048710678,15.2274121239,-32.6069190397,3.66559354603
205,97.42208,84.350208,200.956416,41.14,29.39,-53.45,43.0324,35.05,-74.8,40.905808247,29.5482361626,-62.7079754393,9.26228879355
206,185.782784,170.04928,195.470336,72.12,3.06,-6.62,71.6496,8.55,-26.6,70.4366211999,2.1806363688,-8.53053120221,2.69391426275
207,187.555328,171.821056,209.489664,72.18,4.71,-11.77,72.6936,11.0,-33.48,71.0233693202,3.77935875729,-13.6208226931,2.37264247066
208,190.275328,171.639552,222.331904,72.2,7.74,-16.16,73.32,14.6,-40.2,71.2279282529,6.55903583306,-18.813267581,3.06258529707
209,194.671616,168.374272,245.033984,71.8,14.1,-24.74,73.7376,22.75,-53.08,70.8780661097,13.7505455194,-29.8067321183,5.16176858163
210,52.036352,169.652992,230.565376,62.59,-39.04,-35.37,65.8264,-13.55,-57.24,66.2540883283,-23.8735039265,-33.3605257637,15.7316919983
211,206.009856,76.311808,198.51904,48.56,65.84,-38.91,54.4932,63.75,-54.28,50.501082723,74.0515157399,-38.9345029695,8.43785477943
212,255.999488,193.787136,45.30688,80.75,6.68,81.45,81.9156,7.95,67.0,81.0995990721,10.2125235076,86.0133690319,5.78145991636
213,63.732992,51.848192,57.727488,22.46,0.18,-0.91,23.092,5.7,-8.4,23.4644897877,0.86251767588,3.57910165939,4.65046920428
214,202.807808,57.265408,57.139456,44.37,54.11,35.05,46.872,55.3,27.06,46.9156729872,52.7982987336,39.0381359138,4.90981050922
215,56.233728,135.587584,52.842496,53.07,-50.87,37.83,50.2128,-42.65,29.06,55.582705427,-47.8775815115,37.025320644,3.98945683513
216,50.044928,64.835328,175.116032,28.5,29.74,-64.43,33.01,30.9,-74.54,30.6561501547,24.7996276301,-64.8558928714,5.40718479258
217,129.292544,177.551104,129.648384,70.33,-25.61,15.25,67.9956,-27.3,7.34,68.9384933075,-28.326542319,15.3217743633,3.05303858562
218,41.227776,88.395776,40.144896,35.81,-39.51,35.36,33.3,-28.15,16.96,39.2930427535,-30.9278139767,28.6342396489,11.4464560481
219,38.033152,50.76224,45.780992,17.73,-19.22,11.98,19.8672,-7.35,-4.44,20.9305460182,-11.4640448869,8.58717873609,9.05039063575
220,75.33184,51.929856,79.311104,26.51,13.07,-10.3,25.354,15.1,-20.72,24.9213308024,8.98658103208,-8.45949042965,4.75243682393
221,86.454016,47.160832,92.48768,26.4,27.36,-20.18,26.2356,25.1,-28.76,24.4698211294,18.8935644891,-16.9761944215,9.25583550622
222,98.383616,42.094592,105.197568,26.09,41.07,-29.34,27.5928,34.4,-35.56,24.6832313801,29.458707154,-24.4337482007,12.6835494332
223,106.744064,39.874816,116.2944,25.65,51.61,-36.34,29.124,40.1,-40.84,25.6240959778,36.789297615,-30.0673140942,16.0934918111
224,120.472832,87.977728,121.570816,46.29,11.61,-9.32,41.8492,18.3,-24.72,42.9373607511,11.5842115755,-10.5085005144,3.55716016632
225,136.557312,83.581184,138.16832,46.32,23.34,-17.56,43.3572,29.85,-33.32,43.0831685828,23.1901623441,-18.7631343816,3.45645212419
226,152.499712,80.577536,156.973568,46.68,34.72,-25.18,45.6076,40.15,-42.04,44.0768772673,35.5317971512,-27.2452528077,3.42060400162
227,185.101568,71.9232,195.923968,46.15,61.8,-42.18,50.6188,60.1,-58.92,46.5868217366,67.8396709066,-44.9291105434,6.65026666151
228,195.09504,166.618112,193.754368,72.12,6.18,-6.38,71.5568,13.25,-25.6,70.2591517885,6.37462362641,-7.70814700813,2.29447355562
229,209.076736,165.497344,207.789056,72.34,13.0,-10.77,73.03,21.2,-31.74,71.0650327078,13.1501919358,-12.1368043746,1.87516756908
230,220.571904,161.940992,221.436416,72.28,19.3,-15.5,73.784,29.45,-38.7,71.2150219237,21.0332976262,-17.5366428145,2.87861301983
231,241.230592,149.517824,240.528384,71.01,33.73,-23.48,74.016,45.85,-49.56,70.429909105,40.94121058,-27.0454232378,8.06537701163
232,41.251328,155.662336,221.839616,58.64,-40.55,-38.31,61.14,-9.8,-59.26,62.298453205,-20.0271583357,-36.0679164965,20.9665983952
233,194.62656,63.328768,184.832256,43.63,70.97,-40.85,50.2708,63.9,-52.3,46.1722682255,74.7604349639,-38.3776014439,5.19069162699
234,255.94624,183.58144,32.642304,78.62,9.79,89.86,79.4216,13.0,68.78,79.4175575154,13.0020798518,90.5560138757,3.38200979891
235,52.868352,41.496064,45.945856,14.44,0.38,-0.56,18.2432,5.45,-6.7,16.5798758363,0.715114069102,5.0391789127,6.00351351547
236,190.007552,45.283584,44.630784,39.59,57.85,40.6,42.812,55.05,29.92,42.5702907079,52.649006851,42.163078616,6.19481050556
237,42.235648,120.319232,40.385792,47.76,-53.86,40.62,44.4708,-41.55,29.28,50.6999618135,-46.7671127746,38.6809320972,7.91911667981
238,36.345088,50.383616,159.592704,21.3,37.26,-68.86,27.3492,33.1,-73.56,23.6058421115,28.0725360603,-65.8413364272,9.94176700855
239,44.061184,50.079232,55.178496,22.28,-11.72,4.81,20.4588,-2.0,-10.58,20.9721448453,-6.66388167321,2.44531182309,5.73293710189
240,37.382912,43.270144,52.013056,16.25,-11.15,-1.09,17.4428,-0.8,-12.7,16.2474287714,-5.57028725513,0.339857261584,5.76000804817
241,38.486784,47.243264,65.101568,18.19,-9.54,-10.96,19.4612,0.85,-19.56,19.063167498,-5.2959805479,-5.96959614701,6.60895250439
242,68.305664,44.482816,62.437888,21.43,13.33,-3.29,21.7,13.5,-13.88,20.3954093527,7.87676014167,-2.37120608539,5.62604523777
243,79.845632,38.126336,62.731264,21.0,25.97,-5.9,21.758,22.25,-13.84,19.1898761568,16.4815760649,-3.4007349529,9.97762811874
244,92.452864,36.504832,67.248384,21.15,37.23,-8.56,23.672,28.55,-14.14,20.9215216304,22.9629930147,-4.22326623132,14.9133145365
245,98.702848,38.605568,69.942784,22.14,39.52,-8.06,25.2728,30.0,-13.64,22.8640389623,24.4582892382,-3.72646117408,15.6894525795
246,117.422592,74.36928,100.260096,41.5,15.53,-4.55,37.2672,21.3,-17.14,37.9866312861,14.9476176117,-4.69299774073,3.56417975417
247,142.100736,68.032256,106.76992,41.52,31.24,-7.26,39.506,34.85,-17.92,38.9372339661,29.0539251509,-6.11497570673,3.57220999715
248,166.620672,59.804928,113.746688,41.33,47.28,-9.82,42.1508,47.7,-18.32,40.5065373234,45.231509956,-6.89714630137,3.66298730326
249,189.571328,51.703552,121.41056,40.42,64.89,-14.33,45.2364,58.35,-18.5,42.872819155,61.6692297031,-7.0434947305,8.33563687757
250,200.717568,163.077376,180.26624,72.2,7.38,-2.56,70.8144,14.75,-18.44,69.8144199763,8.17350578268,-2.31771415025,2.52573670636
251,217.908992,158.931712,185.629952,72.15,14.89,-3.64,71.6844,24.0,-20.22,70.2576276184,16.2444076182,-3.33628037252,2.34685722591
252,232.086784,155.231744,192.749824,72.02,21.39,-5.84,72.5776,32.05,-23.06,70.7241204889,23.977502683,-5.21582304778,2.96041732015
253,244.32256,148.543744,198.259456,71.48,28.84,-8.16,72.7168,40.45,-26.02,70.5208849366,33.3183804667,-7.35885624564,4.64947573652
254,31.09632,135.673856,205.920512,52.62,-40.48,-41.81,54.3076,-4.8,-60.18,56.2094477229,-14.7350503236,-38.3929614327,26.2176032727
255,178.314752,52.011264,167.341568,38.29,74.45,-41.77,45.306,61.55,-48.98,41.230869457,70.4267863374,-36.3928486059,7.33135174799
256,244.932352,157.466112,22.0022016,72.78,16.8,95.5,72.0556,21.95,65.78,73.4826370436,17.9197356173,88.5161678909,7.10784197884
257,41.43232,33.109248,36.139264,5.36,0.09,0.24,13.8468,4.0,-5.58,9.0579529579,-0.651938157513,6.18506899658,7.04053788304
258,166.101504,34.144,35.35744,33.05,58.75,46.66,36.7336,51.05,28.12,35.8440856001,47.724013019,39.5165511177,13.4316106696
259,31.52128,94.51392,31.47776,37.9,-52.45,40.63,35.0052,-34.85,23.86,41.5719020265,-38.6864487897,35.2812893097,15.2160084273
260,26.940928,41.189632,138.765824,13.65,44.7,-70.75,22.6164,30.5,-67.28,18.0030514541,24.9676343156,-58.8642509748,23.4432579296
261,32.417792,32.65664,45.577472,7.37,-1.37,-4.34,13.0928,2.9,-14.28,7.63310244123,-2.59248203498,-1.75571941882,2.87092168871
262,38.779648,33.057792,46.038528,8.94,4.77,-5.21,13.9164,5.35,-13.34,8.93743780161,-0.0215140977452,-1.22073954029,6.2348065671
263,53.502208,37.293312,51.59808,14.26,12.88,-2.37,17.2572,9.9,-12.48,14.2607395178,4.51760276224,-0.902978432195,8.49010249581
264,254.544384,247.052544,247.918848,91.44,0.09,-2.08,97.8308,0.3,-18.5,89.67111853,-4.50171497698,-1.6102775513,4.94301803187
265,245.938944,236.536064,237.953792,88.39,0.07,-1.53,94.3392,1.1,-17.94,87.4002239648,-3.16220733321,-1.30539127133,3.38781196729
266,233.294336,224.059392,227.32672,85.22,-0.11,-1.76,89.9892,1.5,-18.22,84.4241226977,-2.88997918899,-1.64752986811,2.8938476985
267,217.972224,208.171008,214.857984,81.31,-0.09,-2.63,84.4792,2.5,-19.08,80.4990651309,-2.18829431687,-2.42441941244,2.25891960463
268,201.247744,191.757568,196.65664,77.26,-0.62,-1.34,78.4936,2.25,-17.18,76.1120694761,-2.31254075239,-1.38978115666,2.04570693153
269,186.866944,175.90272,182.651904,73.11,-0.13,-1.43,72.8676,3.3,-17.08,71.7610027469,-1.46953276474,-1.53004892848,1.90372041137
270,173.2096,162.428928,168.210944,69.27,-0.65,-1.03,67.8332,3.2,-15.74,67.7634565683,-1.50058771606,-0.769230184318,1.74962095068
271,158.598656,147.549184,154.79424,64.97,-0.51,-1.24,62.2768,3.8,-15.66,63.132496,-1.0470726008,-0.945875871598,1.9368471626
272,145.80096,134.197248,143.43936,60.99,-0.21,-1.48,57.2656,4.6,-15.94,58.7711043193,-0.430866944838,-1.40034493358,2.23128330312
273,134.087424,120.668672,129.555712,56.77,0.08,-0.86,52.15,5.4,-14.62,54.1721367881,0.35187177059,-0.61150343568,2.62384413981
274,121.695232,109.531392,118.508032,52.62,0.18,-1.18,47.6144,5.15,-14.18,49.9961945525,0.113846318343,-0.455069924218,2.72291295321
275,110.140672,98.767104,109.079296,48.59,-0.07,-1.51,43.2296,5.3,-14.46,45.7708212515,0.172789960461,-0.892482887592,2.89621186463
276,99.726848,88.59392,98.52032,44.7,0.06,-1.21,39.0072,5.35,-13.64,41.5667566817,0.245900835402,-0.398266944008,3.24201840931
277,89.541632,78.69312,88.717568,40.31,0.29,-1.56,34.8312,5.5,-13.14,37.2076489612,0.383633401168,-0.163797262354,3.40334119155
278,80.702208,70.016512,80.572928,36.25,0.75,-1.58,31.1308,5.75,-12.96,33.133962903,0.594191625915,-0.187875733182,3.41642699524
279,71.949056,62.359296,72.368896,32.49,-0.12,-0.73,27.6624,5.35,-12.3,29.1891347755,0.23430175073,0.285732123793,3.47173626712
280,64.117248,54.49344,64.880128,28.48,0.7,-1.05,24.194,5.65,-12.06,24.874002407,0.502872119862,0.329209880577,3.86578555237
281,55.427072,47.173888,58.016512,24.47,0.2,-1.12,20.7488,5.35,-12.16,20.2817175832,0.164201574615,0.138038860274,4.37328856857
282,48.067584,40.955392,51.585792,20.46,0.26,-1.43,17.7328,5.0,-11.84,15.807367035,-0.186349309235,0.358198106285,5.00438544477
283,42.003968,36.236544,45.582848,16.28,0.74,-1.39,15.2968,4.25,-10.88,11.7770647147,-0.872330984735,1.25615729382,5.46609420074
284,37.997056,32.831744,41.523968,12.19,0.41,-0.81,13.5568,3.95,-10.32,8.45110365136,-1.14569094767,1.76306451823,4.79793510226
285,36.018688,32.445184,41.136384,9.86,0.13,-0.78,13.1972,3.25,-10.58,7.81177255678,-1.87879333725,1.61205044586,3.7352900378
286,34.1184,32.264704,40.814848,7.31,0.16,0.03,12.9188,2.5,-10.76,7.33699882507,-2.66769889415,1.54634548453,3.2087246066
287,34.596096,34.840064,42.67264,4.35,0.08,-0.92,13.9164,1.35,-10.74,9.61234532958,-3.88270012761,1.75372203383,7.10943458956
